hypothesis_id,family,mechanism,direction,venue,historical_period,data_tier,current_status,evidence_level,tested_translation,authoritative_root,superseded_roots,event_count_if_known,mechanism_conclusion,preserved_component,same_sample_actions_forbidden,historically_testable_now,capture_required,protected_data_restriction,priority,next_action,source_provenance
FORUM_20260716_H07,risk veto / negative selection,"Listing, suspension, settlement, and delisting states change who can trade, the remaining horizon, index behavior, and available liquidity. Ordinary signal statistics become unreliable as participants close or migrate positions.",Both; veto or reduce either direction.,Kraken,2023-01-01 through 2025-12-31 target; no test was run in the forum scout,"public/forum research prior; required data=Official Kraken notices; contract specification history; API status; point-in-time symbol universe; trades, bars, spread, and depth.",forum_research_prior_untested; prioritize; historically_testable_now,A-supported; economic evidence=supported,"no economic test performed; source testability statement=Historically testable now for 2023-2025 by reconstructing official notices, listings, suspensions, settlements, and delistings.",,,,"Opportunity density is modest, but the veto ranks higher qualitatively because it protects all families from survivor bias and impossible fills.",lifecycle_status_delisting_veto,"Do not reopen a closed translation through renaming, nearby thresholds, broader bar-pattern search, or resampling of the same frozen tape without a pre-approved materially new mechanism.","not_ready_or_partial: historical interactability/fill series not acquired; source claim: Historically testable now for 2023-2025 by reconstructing official notices, listings, suspensions, settlements, and delistings.",No market-microstructure capture is required for the core veto. Prospective status polling should verify timestamps; July 2026 is engineering only.,"2026-01-01 onward is protected; July 2026 capture is execution-calibration only and may not select thresholds, rank families, or support historical performance claims",source priority=7; total score=52,Reject only if lifecycle reconstruction shows no material data-quality or executable-liquidity distortion; do not reinterpret absence of direction as veto failure.,research/kraken_public_forum_alpha_scout_20260716_v1/SYNTHESIZED_HYPOTHESIS_REGISTER.csv row H07; claims RC005;RC017;RC018;RC041
FORUM_20260716_H08,risk veto / negative selection,A fall in eligible collateral value or a Kraken haircut change reduces margin headroom across otherwise unrelated perps. Forced reduction can propagate through positions whose own token fundamentals did not change.,"Both; risk reduction, with directional contagion research kept separate.",Kraken,2023-01-01 through 2025-12-31 target; no test was run in the forum scout,public/forum research prior; required data=Official Kraken collateral schedules and changes; public collateral prices; mark and index; depth; contract status; liquidation labels if available.,forum_research_prior_untested; preserve; prospective_only,C-speculative; economic evidence=speculative,no economic test performed; source testability statement=Public 2023-2025 history is unlikely to reconstruct all point-in-time haircuts and eligibility changes reliably enough for ranking.,,,,"Clear mechanics produce a respectable score, but rare events and missing point-in-time margin records force prospective-only routing.",collateral_feedback_contagion,"Do not reopen a closed translation through renaming, nearby thresholds, broader bar-pattern search, or resampling of the same frozen tape without a pre-approved materially new mechanism.",not_ready_or_partial: historical index/spot not acquired; verified historical typed forced-flow series not acquired; historical interactability/fill series not acquired; PIT lifecycle/status closure unresolved; source claim: Public 2023-2025 history is unlikely to reconstruct all point-in-time haircuts and eligibility changes reliably enough for ranking.,"Prospective capture of official collateral tables, changes, reference prices, and Kraken-wide liquidity is required. July 2026 is suitable only for engineering the state record.","2026-01-01 onward is protected; July 2026 capture is execution-calibration only and may not select thresholds, rank families, or support historical performance claims",source priority=11; total score=46,Reject if documented collateral deterioration does not coincide with incremental Kraken-wide execution or liquidation stress beyond matched market shocks.,research/kraken_public_forum_alpha_scout_20260716_v1/SYNTHESIZED_HYPOTHESIS_REGISTER.csv row H08; claims RC011;RC012;RC015;RC038;RC039
FORUM_20260716_H09,new context for known mechanism,"When fiat or issuer redemption rails are closed, a stablecoin dislocation may persist because the normal conversion path is temporarily unavailable. If that stablecoin is eligible collateral or affects observable crypto liquidity, the gap can increase Kraken execution and margin risk until redemption reopens.","Both; primarily a veto, with no automatic stablecoin or perp direction.",Kraken,2023-01-01 through 2025-12-31 target; no test was run in the forum scout,"public/forum research prior; required data=Public issuer and banking status; stablecoin prices across public venues; Kraken collateral rules; per-contract spread, depth, mark, and index.",forum_research_prior_untested; preserve; prospective_only,C-speculative; economic evidence=speculative,"no economic test performed; source testability statement=Historical screening may identify episodes, but authoritative point-in-time redemption availability and Kraken depth are incomplete for 2023-2025.",,,,"The causal story is clear, but low opportunity density and historical timestamp gaps justify prospective-only preservation.",redemption_closed_stablecoin_stress,"Do not reopen a closed translation through renaming, nearby thresholds, broader bar-pattern search, or resampling of the same frozen tape without a pre-approved materially new mechanism.","not_ready_or_partial: historical index/spot not acquired; historical interactability/fill series not acquired; source claim: Historical screening may identify episodes, but authoritative point-in-time redemption availability and Kraken depth are incomplete for 2023-2025.",Prospective event capture is required. July 2026 can test timestamping and rule classification only and cannot support historical effect claims.,"2026-01-01 onward is protected; July 2026 capture is execution-calibration only and may not select thresholds, rank families, or support historical performance claims",source priority=12; total score=45,Reject if redemption-closed dislocations do not add incremental Kraken execution or margin stress beyond stablecoin deviation and general volatility alone.,research/kraken_public_forum_alpha_scout_20260716_v1/SYNTHESIZED_HYPOTHESIS_REGISTER.csv row H09; claims RC027;RC037;RC038;RC039
FORUM_20260716_H10,lifecycle or event effect,Public schedules encourage prehedging before an unlock. The economic state changes only when the unlock is executed and transferable supply or exchange-directed inventory actually appears. Pre-event perp crowding can then either continue with spot selling or unwind after a completed failure.,Both; conditional short on realized sell transmission and conditional long on failed crowded prehedging.,Kraken,2023-01-01 through 2025-12-31 target; no test was run in the forum scout,public/forum research prior; required data=Archived official schedules and revisions; public chain data; Kraken spot and perp trades or bars; OI; funding; basis; fees and depth.,forum_research_prior_untested; preserve; historical_screen_plus_capture_calibration,C-mixed; economic evidence=mixed,"no economic test performed; source testability statement=A 2023-2025 event screen is possible, but reliable point-in-time schedule revisions and wallet-state labels need manual reconstruction and capture calibration.",,,,The total is moderate; manual point-in-time reconstruction and low event counts keep it below simpler hypotheses.,unlock_realization_prehedge,"Do not reopen a closed translation through renaming, nearby thresholds, broader bar-pattern search, or resampling of the same frozen tape without a pre-approved materially new mechanism.","not_ready_or_partial: historical OI/positioning not acquired; historical basis/positioning not acquired; exact funding covers only 2025-06-26 onward, not the full rankable window; historical index/spot not acquired; historical interactability/fill series not acquired; source claim: A 2023-2025 event screen is possible, but reliable point-in-time schedule revisions and wallet-state labels need manual reconstruction and capture calibration.","Capture schedule versions, authoritative execution timestamps, transferability, public transfers, and Kraken response. July 2026 is engineering and calibration only.","2026-01-01 onward is protected; July 2026 capture is execution-calibration only and may not select thresholds, rank families, or support historical performance claims",source priority=10; total score=46,"Reject if realized-state classification adds no stable post-cost information beyond scheduled date, market beta, and ordinary large-transfer controls.",research/kraken_public_forum_alpha_scout_20260716_v1/SYNTHESIZED_HYPOTHESIS_REGISTER.csv row H10; claims RC002;RC030;RC040
FORUM_20260716_H11,new context for known mechanism,"Construct breadth only from contracts that were eligible at each timestamp and within stable, observable cohorts such as listing age and liquidity. A leader move supported by its contemporaneous cohort differs from an isolated move hidden by aggregate universe churn.",Both; continuation with expanding cohort breadth and failure or reduction when leader strength is isolated or breadth contracts.,Kraken,2023-01-01 through 2025-12-31 target; no test was run in the forum scout,"public/forum research prior; required data=Official Kraken listing, suspension, and delisting history; point-in-time perp bars; lagged volume and spread proxies; BTC and ETH returns.",forum_research_prior_untested; prioritize; historically_testable_now,B-mixed; economic evidence=mixed,no economic test performed; source testability statement=Historically testable now for 2023-2025 after point-in-time universe reconstruction. It requires no protected-period outcomes.,,,,High testability and data hygiene justify priority even though its direction comes from interaction with other setups rather than breadth alone.,point_in_time_cohort_breadth,"Do not reopen a closed translation through renaming, nearby thresholds, broader bar-pattern search, or resampling of the same frozen tape without a pre-approved materially new mechanism.",not_ready_or_partial: historical interactability/fill series not acquired; PIT lifecycle/status closure unresolved; source claim: Historically testable now for 2023-2025 after point-in-time universe reconstruction. It requires no protected-period outcomes.,No new capture is required for bar-level testing. July 2026 data may check engineering and membership logic only.,"2026-01-01 onward is protected; July 2026 capture is execution-calibration only and may not select thresholds, rank families, or support historical performance claims",source priority=6; total score=52,Reject if cohort transitions add no stable post-cost context beyond aggregate breadth and parent return across years and both directions.,research/kraken_public_forum_alpha_scout_20260716_v1/SYNTHESIZED_HYPOTHESIS_REGISTER.csv row H11; claims RC017;RC018;RC029;RC041
FORUM_20260716_H12,lifecycle or event effect,"Markets respond differently to a proposal, an approved action, an executed state change, and a confirmed incident. Execution or confirmed operational impact creates a causal state; Kraken repricing may continue or fail depending on external leadership, local residual response, and market structure.",Both; continuation after underreaction and reversal after local overshoot plus completed failure.,Kraken,2023-01-01 through 2025-12-31 target; no test was run in the forum scout,public/forum research prior; required data=Archived official posts and releases; public chain or repository evidence; Kraken perp and spot data; public external reference prices; fees and spread.,forum_research_prior_untested; preserve; historical_screen_plus_capture_calibration,C-mixed; economic evidence=mixed,"no economic test performed; source testability statement=A 2023-2025 screen is possible for well-documented events, but complete timestamp provenance and negative-event inventory require capture-oriented reconstruction.",,,,"The mechanism is plausible, but event heterogeneity and timestamp curation lower qualitative confidence relative to the numerical total.",executed_incident_governance_state,"Do not reopen a closed translation through renaming, nearby thresholds, broader bar-pattern search, or resampling of the same frozen tape without a pre-approved materially new mechanism.","not_ready_or_partial: historical index/spot not acquired; historical interactability/fill series not acquired; source claim: A 2023-2025 screen is possible for well-documented events, but complete timestamp provenance and negative-event inventory require capture-oriented reconstruction.","Prospectively capture first-seen authoritative evidence, revisions, execution proof, and market response. July 2026 is suitable for engineering and calibration only.","2026-01-01 onward is protected; July 2026 capture is execution-calibration only and may not select thresholds, rank families, or support historical performance claims",source priority=9; total score=46,"Reject if executed-state timing adds no stable post-cost information beyond first announcement, beta, and matched public shocks.",research/kraken_public_forum_alpha_scout_20260716_v1/SYNTHESIZED_HYPOTHESIS_REGISTER.csv row H12; claims RC038;RC040;RC042
DRK_M01,basis and price-role dislocation,Local Kraken perp/index dislocation with stress-regime filtering.,both,Kraken,2023-01-01 through 2025-12-31 target; report context through mid-2026 is mechanics-only,Tier 2 execution-sensitive,"deep_research_prior_untested; any overlap remains an alias, not a new tested family",level_1 generator/support prior; report supplied no project economic validation,no test in source report; testability reclassified against the 2026-07-16 acquisition audit,,,,Falsifiable research target only.,Local Kraken perp/index dislocation with stress-regime filtering.,"Do not reopen a closed translation through renaming, nearby thresholds, broader bar-pattern search, or resampling of the same frozen tape without a pre-approved materially new mechanism.","partial_bar_screen_only; index, status, spread, depth, and interactability history are not acquired",yes for execution-grade translation,"2026-01-01 onward is protected; July 2026 capture is execution-calibration only and may not select thresholds, rank families, or support historical performance claims",1 in source report; merge with FORUM_20260716_H03,Preserve as an alias to the last/mark/index interactability family; do not infer fills from bars.,"Kraken-Only Systematic Crypto-Perpetual Alpha Mechanisms, lines 57-79"
DRK_M02,typed forced-flow state,"Venue-native forced-flow continuation while typed flow progresses, followed by reversal only after confirmed exhaustion.",both,Kraken,2023-01-01 through 2025-12-31 target; report context through mid-2026 is mechanics-only,Tier 3 typed event capture,"deep_research_prior_untested; any overlap remains an alias, not a new tested family",level_1 generator/support prior; report supplied no project economic validation,no test in source report; testability reclassified against the 2026-07-16 acquisition audit,,,,Falsifiable research target only.,"Venue-native forced-flow continuation while typed flow progresses, followed by reversal only after confirmed exhaustion.","Do not reopen a closed translation through renaming, nearby thresholds, broader bar-pattern search, or resampling of the same frozen tape without a pre-approved materially new mechanism.",no; reliable archived typed events and status history are not acquired,yes,"2026-01-01 onward is protected; July 2026 capture is execution-calibration only and may not select thresholds, rank families, or support historical performance claims",2 in source report; merge with FORUM_20260716_H04,Preserve state taxonomy and completion logic; reject generic chart liquidation proxies.,"Kraken-Only Systematic Crypto-Perpetual Alpha Mechanisms, lines 80-109"
DRK_M03,de-betaed cross-sectional residual,Trade alt residual shocks after removing rolling BTC and ETH factor exposure.,both,Kraken,2023-01-01 through 2025-12-31 target; report context through mid-2026 is mechanics-only,Tier 1 bars with PIT-universe controls,"deep_research_prior_untested; any overlap remains an alias, not a new tested family",level_1 generator/support prior; report supplied no project economic validation,no test in source report; testability reclassified against the 2026-07-16 acquisition audit,,,,Falsifiable research target only.,Trade alt residual shocks after removing rolling BTC and ETH factor exposure.,"Do not reopen a closed translation through renaming, nearby thresholds, broader bar-pattern search, or resampling of the same frozen tape without a pre-approved materially new mechanism.",partial; perp bars exist but PIT lifecycle closure is unresolved,no for bar screen,"2026-01-01 onward is protected; July 2026 capture is execution-calibration only and may not select thresholds, rank families, or support historical performance claims",3 in source report,Run only after PIT universe reconstruction; require raw-return and beta-matched controls.,"Kraken-Only Systematic Crypto-Perpetual Alpha Mechanisms, lines 110-130"
DRK_M04,path composition,Continue smooth residual paths and treat jump-dominated paths as reversal or higher-confirmation states.,both,Kraken,2023-01-01 through 2025-12-31 target; report context through mid-2026 is mechanics-only,Tier 1 bars; optional Tier 2 event overlays,"deep_research_prior_untested; any overlap remains an alias, not a new tested family",level_1 generator/support prior; report supplied no project economic validation,no test in source report; testability reclassified against the 2026-07-16 acquisition audit,,,,Falsifiable research target only.,Continue smooth residual paths and treat jump-dominated paths as reversal or higher-confirmation states.,"Do not reopen a closed translation through renaming, nearby thresholds, broader bar-pattern search, or resampling of the same frozen tape without a pre-approved materially new mechanism.","partial; bar screen is possible, PIT lifecycle remains unresolved",no for bar screen,"2026-01-01 onward is protected; July 2026 capture is execution-calibration only and may not select thresholds, rank families, or support historical performance claims",4 in source report,"Use one parsimonious path metric and compare with raw return, maximum return, and realized-volatility controls.","Kraken-Only Systematic Crypto-Perpetual Alpha Mechanisms, lines 131-158"
DRK_M05,cross-sectional breadth and dispersion state,Use de-betaed Kraken-universe breadth and dispersion transitions to enable continuation or reversal books.,both,Kraken,2023-01-01 through 2025-12-31 target; report context through mid-2026 is mechanics-only,Tier 1 bars with PIT universe,"deep_research_prior_untested; any overlap remains an alias, not a new tested family",level_1 generator/support prior; report supplied no project economic validation,no test in source report; testability reclassified against the 2026-07-16 acquisition audit,,,,Falsifiable research target only.,Use de-betaed Kraken-universe breadth and dispersion transitions to enable continuation or reversal books.,"Do not reopen a closed translation through renaming, nearby thresholds, broader bar-pattern search, or resampling of the same frozen tape without a pre-approved materially new mechanism.","partial; bars exist, historical eligible-universe reconstruction is incomplete",no for historical screen; archive active contract lists prospectively,"2026-01-01 onward is protected; July 2026 capture is execution-calibration only and may not select thresholds, rank families, or support historical performance claims",5 in source report,Resolve lifecycle and survivorship first; control for BTC volatility.,"Kraken-Only Systematic Crypto-Perpetual Alpha Mechanisms, lines 159-180"
DRK_M06,crowding and price-progress interaction,"Crowding becomes fragile when OI, basis, funding, or trader skew rise while marginal price progress stalls.",both,Kraken,2023-01-01 through 2025-12-31 target; report context through mid-2026 is mechanics-only,Tier 2 positioning history,"deep_research_prior_untested; any overlap remains an alias, not a new tested family",level_1 generator/support prior; report supplied no project economic validation,no test in source report; testability reclassified against the 2026-07-16 acquisition audit,,,,Falsifiable research target only.,"Crowding becomes fragile when OI, basis, funding, or trader skew rise while marginal price progress stalls.","Do not reopen a closed translation through renaming, nearby thresholds, broader bar-pattern search, or resampling of the same frozen tape without a pre-approved materially new mechanism.","no; historical OI, basis, trader-skew, and full-window funding inputs are not acquired",yes unless compliant history is acquired,"2026-01-01 onward is protected; July 2026 capture is execution-calibration only and may not select thresholds, rank families, or support historical performance claims",6 in source report; merge with FORUM_20260716_H01,Do not use funding or OI alone; retain only interaction and completed-failure forms.,"Kraken-Only Systematic Crypto-Perpetual Alpha Mechanisms, lines 181-207"
DRK_M07,regulated-access flow transmission,Public BTC or ETH ETP flow shocks transmit into Kraken perps before premium and funding fully reprice.,both,Kraken,2023-01-01 through 2025-12-31 target; report context through mid-2026 is mechanics-only,Tier 1 public external timing plus Kraken bars,"deep_research_prior_untested; any overlap remains an alias, not a new tested family",level_1 generator/support prior; report supplied no project economic validation,no test in source report; testability reclassified against the 2026-07-16 acquisition audit,,,,Falsifiable research target only.,Public BTC or ETH ETP flow shocks transmit into Kraken perps before premium and funding fully reprice.,"Do not reopen a closed translation through renaming, nearby thresholds, broader bar-pattern search, or resampling of the same frozen tape without a pre-approved materially new mechanism.",not ready; issuer-flow history has not been acquired or normalized,no; public acquisition required,"2026-01-01 onward is protected; July 2026 capture is execution-calibration only and may not select thresholds, rank families, or support historical performance claims",7 in source report,Acquire public point-in-time issuer data with revision provenance before any test.,"Kraken-Only Systematic Crypto-Perpetual Alpha Mechanisms, lines 208-228"
DRK_M08,funding-prediction revision,Intrahour revisions in predicted next funding add information beyond current or realized funding levels.,both,Kraken,2023-01-01 through 2025-12-31 target; report context through mid-2026 is mechanics-only,Tier 3 prospective ticker capture,"deep_research_prior_untested; any overlap remains an alias, not a new tested family",level_1 generator/support prior; report supplied no project economic validation,no test in source report; testability reclassified against the 2026-07-16 acquisition audit,,,,Falsifiable research target only.,Intrahour revisions in predicted next funding add information beyond current or realized funding levels.,"Do not reopen a closed translation through renaming, nearby thresholds, broader bar-pattern search, or resampling of the same frozen tape without a pre-approved materially new mechanism.",no; prediction revisions are not retrospectively archived,yes,"2026-01-01 onward is protected; July 2026 capture is execution-calibration only and may not select thresholds, rank families, or support historical performance claims",8 in source report,Capture revisions and source timestamps; July 2026 remains calibration only.,"Kraken-Only Systematic Crypto-Perpetual Alpha Mechanisms, lines 229-255"
DRK_M09,contract lifecycle and listing age,Early-life Kraken perps split between crowded hot launches and quieter residual continuation states.,both,Kraken,2023-01-01 through 2025-12-31 target; report context through mid-2026 is mechanics-only,Tier 1/2 lifecycle plus liquidity,"deep_research_prior_untested; any overlap remains an alias, not a new tested family",level_1 generator/support prior; report supplied no project economic validation,no test in source report; testability reclassified against the 2026-07-16 acquisition audit,,,,Falsifiable research target only.,Early-life Kraken perps split between crowded hot launches and quieter residual continuation states.,"Do not reopen a closed translation through renaming, nearby thresholds, broader bar-pattern search, or resampling of the same frozen tape without a pre-approved materially new mechanism.","no; complete point-in-time listing, delisting, and status history is unresolved",helpful for future listings,"2026-01-01 onward is protected; July 2026 capture is execution-calibration only and may not select thresholds, rank families, or support historical performance claims",9 in source report,Reconstruct PIT lifecycle before defining age windows; do not use current survivors.,"Kraken-Only Systematic Crypto-Perpetual Alpha Mechanisms, lines 256-277"
DRK_M10,execution-conditioned selection,Take an upstream signal only when a specific Kraken order mode leaves positive conservative net edge.,both,Kraken,2023-01-01 through 2025-12-31 target; report context through mid-2026 is mechanics-only,"Tier 3 quote, queue, and order-state capture","deep_research_prior_untested; any overlap remains an alias, not a new tested family",level_1 generator/support prior; report supplied no project economic validation,no test in source report; testability reclassified against the 2026-07-16 acquisition audit,,,,Falsifiable research target only.,Take an upstream signal only when a specific Kraken order mode leaves positive conservative net edge.,"Do not reopen a closed translation through renaming, nearby thresholds, broader bar-pattern search, or resampling of the same frozen tape without a pre-approved materially new mechanism.",no for production-grade execution; coarse bar analysis is insufficient,yes,"2026-01-01 onward is protected; July 2026 capture is execution-calibration only and may not select thresholds, rank families, or support historical performance claims",10 in source report; execution overlay rather than stand-alone alpha,"Compare passive, taker, and adaptive execution with non-fill and rejection states.","Kraken-Only Systematic Crypto-Perpetual Alpha Mechanisms, lines 278-307"
DRK_V01,funding-boundary timing,Extreme soon-to-settle hourly funding crowds price into the hour and partially converges just after settlement.,both,Kraken,2023-01-01 through 2025-12-31 target; report context through mid-2026 is mechanics-only,Tier 1 realized funding plus Tier 3 prediction capture,"deep_research_prior_untested; any overlap remains an alias, not a new tested family",level_1 generator/support prior; report supplied no project economic validation,no test in source report; testability reclassified against the 2026-07-16 acquisition audit,,,,Falsifiable research target only.,Extreme soon-to-settle hourly funding crowds price into the hour and partially converges just after settlement.,"Do not reopen a closed translation through renaming, nearby thresholds, broader bar-pattern search, or resampling of the same frozen tape without a pre-approved materially new mechanism.",partial only from 2025-06-26 exact funding coverage; not rankable over the full window,yes for prediction and timing calibration,"2026-01-01 onward is protected; July 2026 capture is execution-calibration only and may not select thresholds, rank families, or support historical performance claims",top-five source rank 1,Do not launch a rankable test until full-period exact funding coverage or an approved narrower status is defined.,"Kraken Perpetual Futures on Kraken Through Mid-2026, lines 181-200"
DRK_V02,funding-prediction revision,Predicted-next-funding drift forecasts short-horizon basis change beyond the current displayed rate.,both,Kraken,2023-01-01 through 2025-12-31 target; report context through mid-2026 is mechanics-only,Tier 3 prospective ticker capture,"deep_research_prior_untested; any overlap remains an alias, not a new tested family",level_1 generator/support prior; report supplied no project economic validation,no test in source report; testability reclassified against the 2026-07-16 acquisition audit,,,,Falsifiable research target only.,Predicted-next-funding drift forecasts short-horizon basis change beyond the current displayed rate.,"Do not reopen a closed translation through renaming, nearby thresholds, broader bar-pattern search, or resampling of the same frozen tape without a pre-approved materially new mechanism.",no; prediction-revision history is not acquired,yes,"2026-01-01 onward is protected; July 2026 capture is execution-calibration only and may not select thresholds, rank families, or support historical performance claims",research prior; alias of DRK_M08,Preserve as an alias and capture revisions without using protected outcomes for thresholds.,"Kraken Perpetual Futures on Kraken Through Mid-2026, lines 201-212"
DRK_V03,last-mark-index dislocation,Large last-to-mark deviations fade when index and executable quotes remain stable.,both,Kraken,2023-01-01 through 2025-12-31 target; report context through mid-2026 is mechanics-only,Tier 2/3 price roles and interactability,"deep_research_prior_untested; any overlap remains an alias, not a new tested family",level_1 generator/support prior; report supplied no project economic validation,no test in source report; testability reclassified against the 2026-07-16 acquisition audit,,,,Falsifiable research target only.,Large last-to-mark deviations fade when index and executable quotes remain stable.,"Do not reopen a closed translation through renaming, nearby thresholds, broader bar-pattern search, or resampling of the same frozen tape without a pre-approved materially new mechanism.","partial price screen only; historical index, spread, depth, and interactability are not acquired",yes for execution-grade translation,"2026-01-01 onward is protected; July 2026 capture is execution-calibration only and may not select thresholds, rank families, or support historical performance claims",top-five source rank 2; merge with FORUM_20260716_H03,Preserve price-role decomposition; prohibit chart-wick or midpoint fill assumptions.,"Kraken Perpetual Futures on Kraken Through Mid-2026, lines 213-223"
DRK_V04,venue status and dislocation regime,Equal-sized divergences behave differently when Kraken flags dislocation or extreme volatility.,context filter,Kraken,2023-01-01 through 2025-12-31 target; report context through mid-2026 is mechanics-only,Tier 3 status snapshots plus quotes,"deep_research_prior_untested; any overlap remains an alias, not a new tested family",level_1 generator/support prior; report supplied no project economic validation,no test in source report; testability reclassified against the 2026-07-16 acquisition audit,,,,Falsifiable research target only.,Equal-sized divergences behave differently when Kraken flags dislocation or extreme volatility.,"Do not reopen a closed translation through renaming, nearby thresholds, broader bar-pattern search, or resampling of the same frozen tape without a pre-approved materially new mechanism.",no; point-in-time status and liquidity history are not acquired,yes,"2026-01-01 onward is protected; July 2026 capture is execution-calibration only and may not select thresholds, rank families, or support historical performance claims",context overlay,Capture status before events; never label the regime from later information.,"Kraken Perpetual Futures on Kraken Through Mid-2026, lines 224-233"
DRK_V05,crowding continuation before failure,"Price, OI, and positive funding rising together indicate active opening pressure and may continue before any fade.",both,Kraken,2023-01-01 through 2025-12-31 target; report context through mid-2026 is mechanics-only,Tier 2 OI and funding history,"deep_research_prior_untested; any overlap remains an alias, not a new tested family",level_1 generator/support prior; report supplied no project economic validation,no test in source report; testability reclassified against the 2026-07-16 acquisition audit,,,,Falsifiable research target only.,"Price, OI, and positive funding rising together indicate active opening pressure and may continue before any fade.","Do not reopen a closed translation through renaming, nearby thresholds, broader bar-pattern search, or resampling of the same frozen tape without a pre-approved materially new mechanism.",no; historical OI and full-window exact funding are not acquired,yes unless compliant history is acquired,"2026-01-01 onward is protected; July 2026 capture is execution-calibration only and may not select thresholds, rank families, or support historical performance claims",conditional interaction only,Merge with crowding-progress family; reject early contrarian fades and stand-alone OI/funding signals.,"Kraken Perpetual Futures on Kraken Through Mid-2026, lines 234-255"
DRK_V06,forced-deleveraging exhaustion,A sharp move with OI decline and typed liquidation activity becomes a reversal candidate only after exhaustion confirmation.,both,Kraken,2023-01-01 through 2025-12-31 target; report context through mid-2026 is mechanics-only,Tier 3 typed events plus OI,"deep_research_prior_untested; any overlap remains an alias, not a new tested family",level_1 generator/support prior; report supplied no project economic validation,no test in source report; testability reclassified against the 2026-07-16 acquisition audit,,,,Falsifiable research target only.,A sharp move with OI decline and typed liquidation activity becomes a reversal candidate only after exhaustion confirmation.,"Do not reopen a closed translation through renaming, nearby thresholds, broader bar-pattern search, or resampling of the same frozen tape without a pre-approved materially new mechanism.",no; required archived OI and verified liquidation labels are not acquired,yes,"2026-01-01 onward is protected; July 2026 capture is execution-calibration only and may not select thresholds, rank families, or support historical performance claims",top-five source rank 3; merge with typed forced-flow family,Preserve exhaustion confirmation; do not call the current forced-flow extract a complete liquidation tape.,"Kraken Perpetual Futures on Kraken Through Mid-2026, lines 256-265"
DRK_V07,spread and slippage seasonality,Recurring UTC windows with wider spreads but limited adverse selection may favor patient maker participation.,execution overlay,Kraken,2023-01-01 through 2025-12-31 target; report context through mid-2026 is mechanics-only,"Tier 2/3 spread, slippage, fill, and queue data","deep_research_prior_untested; any overlap remains an alias, not a new tested family",level_1 generator/support prior; report supplied no project economic validation,no test in source report; testability reclassified against the 2026-07-16 acquisition audit,,,,Falsifiable research target only.,Recurring UTC windows with wider spreads but limited adverse selection may favor patient maker participation.,"Do not reopen a closed translation through renaming, nearby thresholds, broader bar-pattern search, or resampling of the same frozen tape without a pre-approved materially new mechanism.",no; analytics history and realized fill evidence are not acquired,yes for fill and rejection calibration,"2026-01-01 onward is protected; July 2026 capture is execution-calibration only and may not select thresholds, rank families, or support historical performance claims",top-five source rank 4,Treat wide spread as a cost state until realized maker fills prove otherwise.,"Kraken Perpetual Futures on Kraken Through Mid-2026, lines 266-276"
DRK_V08,new-listing early-life microstructure,"Early-life perps may offer temporary maker opportunities as spread, basis, and funding stabilize.",both,Kraken,2023-01-01 through 2025-12-31 target; report context through mid-2026 is mechanics-only,Tier 2/3 lifecycle and live execution,"deep_research_prior_untested; any overlap remains an alias, not a new tested family",level_1 generator/support prior; report supplied no project economic validation,no test in source report; testability reclassified against the 2026-07-16 acquisition audit,,,,Falsifiable research target only.,"Early-life perps may offer temporary maker opportunities as spread, basis, and funding stabilize.","Do not reopen a closed translation through renaming, nearby thresholds, broader bar-pattern search, or resampling of the same frozen tape without a pre-approved materially new mechanism.",no; historical lifecycle closure and fill evidence are incomplete,yes for future listings,"2026-01-01 onward is protected; July 2026 capture is execution-calibration only and may not select thresholds, rank families, or support historical performance claims",top-five source rank 5,"Reconstruct lifecycle first; preserve incentive-schedule evidence as context, not a historical constant.","Kraken Perpetual Futures on Kraken Through Mid-2026, lines 277-286"
DRK_V09,post-only lifecycle state,"A post-only transition is an operational risk and exit constraint, not an entry signal.",risk veto,Kraken,2023-01-01 through 2025-12-31 target; report context through mid-2026 is mechanics-only,Tier 2/3 lifecycle status,"deep_research_prior_untested; any overlap remains an alias, not a new tested family",level_1 generator/support prior; report supplied no project economic validation,no test in source report; testability reclassified against the 2026-07-16 acquisition audit,,,,Falsifiable research target only.,"A post-only transition is an operational risk and exit constraint, not an entry signal.","Do not reopen a closed translation through renaming, nearby thresholds, broader bar-pattern search, or resampling of the same frozen tape without a pre-approved materially new mechanism.",no; historical post-only state is not acquired,yes,"2026-01-01 onward is protected; July 2026 capture is execution-calibration only and may not select thresholds, rank families, or support historical performance claims",mandatory safety context,Encode as a trading-disable and synthetic-exit prohibition; do not seek alpha in an unexecutable state.,"Kraken Perpetual Futures on Kraken Through Mid-2026, lines 287-307"
